,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
474,Jake O'Connell\OConJa00,KAN,TE,27,8,0,0,0,0,0,0,0,0,,0,3,3,18,6.00,0,0,0,0,,,2,4.8,4.8,3.3,,83,
475,Dan Orlovsky\OrloDa00,TAM,QB,29,1,0,4,7,51,0,0,0,0,,0,0,0,0,,0,0,0,0,,,2,2.0,2.0,2.0,,59,
476,Chris Owusu\OwusCh00,TAM,WR,22,5,0,0,0,0,0,0,0,0,,0,4,1,24,24.00,0,0,0,0,,,2,3.4,3.4,2.9,,180,
477,Evan Rodriguez\RodrEv00,CHI,TE,24,12,5,0,0,0,0,0,0,0,,0,8,4,21,5.25,0,0,0,0,,,2,6.1,6.1,4.1,,82,
478,Weslye Saunders\SaunWe00,IND,TE,23,11,4,0,0,0,0,0,0,0,,0,4,2,15,7.50,0,0,0,0,,,2,3.5,3.5,2.5,,86,
479,Alfonso Smith\SmitAl22,ARI,RB,25,11,0,0,0,0,0,0,0,0,,0,3,2,21,10.50,0,0,0,0,,,2,4.1,4.1,3.1,,150,
480,Hayden Smith\SmitHa01,NYJ,TE,27,5,0,0,0,0,0,0,0,0,,0,1,1,16,16.00,0,0,0,0,,,2,2.6,2.6,2.1,,84,
481,Anthony Armstrong\ArmsAn00,2TM,WR,29,6,0,0,0,0,0,0,0,0,,0,9,3,12,4.00,0,0,0,0,,,1,4.2,4.2,2.7,,185,
482,Matt Asiata\AsiaMa00,MIN,RB,25,16,0,0,0,0,0,0,3,9,3.00,0,1,1,2,2.00,0,0,0,0,,,1,2.1,2.1,1.6,,154,
483,LaRon Byrd\ByrdLa00,ARI,WR,23,4,0,0,0,0,0,0,0,0,,0,2,1,8,8.00,0,0,0,0,,,1,1.8,1.8,1.3,,188,
484,Shaun Chapas\ChapSh00,DET,RB,24,3,1,0,0,0,0,0,0,0,,0,2,1,6,6.00,0,0,0,0,,,1,1.6,1.6,1.1,,164,
485,Chase Coffman\CoffCh00,ATL,TE,26,5,0,0,0,0,0,0,0,0,,0,1,1,12,12.00,0,0,0,0,,,1,2.2,2.2,1.7,,89,
486,Austin Collie\CollAu00,IND,WR,27,1,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,0,0,,,1,1.6,1.6,1.1,,192,
487,Chris Cooley\CoolCh00,WAS,RB,30,9,2,0,0,0,0,0,0,0,,0,3,1,8,8.00,0,0,0,0,,,1,1.8,1.8,1.3,,161,
488,Trent Edwards\EdwaTr01,PHI,QB,29,1,0,2,2,14,0,0,0,0,,0,1,0,0,,0,0,0,0,,,1,0.6,0.6,0.6,,62,
489,Tommy Gallarda\GallTo00,ATL,TE,24,9,0,0,0,0,0,0,0,0,,0,4,1,7,7.00,0,0,0,0,,,1,1.7,1.7,1.2,,92,
490,David Gilreath\GilrDa00,PIT,WR,24,3,0,0,0,0,0,0,1,7,7.00,0,2,0,0,,0,0,0,0,,,1,0.7,0.7,0.7,,190,
491,Jonathan Grimes\GrimJo01,3TM,RB,23,11,2,0,0,0,0,0,2,6,3.00,0,2,2,7,3.50,0,0,0,0,,,1,3.3,3.3,2.3,,152,
492,Chris Gronkowski\GronCh00,DEN,RB,26,14,0,0,0,0,0,0,0,0,,0,1,1,11,11.00,0,0,0,0,,,1,2.1,2.1,1.6,,155,
493,Dan Herron\HerrDa00,CIN,RB,23,3,0,0,0,0,0,0,4,5,1.25,0,1,0,0,,0,0,0,0,,,1,0.5,0.5,0.5,,165,
494,Andre Holmes\HolmAn00,DAL,WR,24,7,0,0,0,0,0,0,0,0,,0,2,2,11,5.50,0,0,0,0,,,1,3.1,3.1,2.1,,186,
495,Robert Hughes\HughRo00,IND,RB,23,5,1,0,0,0,0,0,1,5,5.00,0,1,1,3,3.00,0,0,0,0,,,1,1.8,1.8,1.3,,159,
496,Brandon Jacobs\JacoBr00,SFO,RB,30,2,0,0,0,0,0,0,5,7,1.40,0,0,0,0,,0,0,0,0,,,1,0.7,0.7,0.7,,163,
497,Dominique Jones\JoneDo01,IND,TE,25,4,1,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,0,0,0,,,1,1.8,1.8,1.3,,91,
498,Stefan Logan\LogaSt00,DET,RB,31,16,0,0,0,0,0,0,3,17,5.67,0,7,6,28,4.67,0,6,2,0,,,1,6.5,8.5,3.5,,167,
499,Reagan Maui'a\MauiRe00,ARI,RB,28,3,1,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,0,0,0,,,1,1.7,1.7,1.2,,162,
500,Corey McIntyre\McInCo00,BUF,RB,33,16,3,0,0,0,0,0,0,0,,0,2,1,9,9.00,0,0,0,0,,,1,1.9,1.9,1.4,,157,
501,Evan Moore\MoorEv00,2TM,TE,27,15,1,0,0,0,0,0,0,0,,0,8,1,6,6.00,0,0,0,0,,,1,1.6,1.6,1.1,,93,
502,Preston Parker\ParkPr00,TAM,WR,25,2,0,0,0,0,0,0,1,7,7.00,0,2,0,0,,0,0,0,0,,,1,0.7,0.7,0.7,,191,
503,Lousaka Polite\PoliLo00,ATL,RB,31,6,5,0,0,0,0,0,0,0,,0,7,1,8,8.00,0,0,0,0,,,1,1.8,1.8,1.3,,158,
504,Zach Potter\PottZa99,JAX,TE,26,16,5,0,0,0,0,0,0,0,,0,7,2,6,3.00,0,0,0,0,,,1,2.6,2.6,1.6,,95,
505,Allen Reisner\ReisAl00,2TM,TE,24,6,2,0,0,0,0,0,0,0,,0,2,1,13,13.00,0,0,0,0,,,1,2.3,2.3,1.8,,87,
506,Courtney Roby\RobyCo00,NOR,WR,29,13,0,0,0,0,0,0,0,0,,0,2,1,9,9.00,0,0,0,0,,,1,1.9,1.9,1.4,,187,
507,Dane Sanzenbacher\SanzDa00,2TM,WR,24,7,2,0,0,0,0,0,0,0,,0,3,1,7,7.00,0,0,0,0,,,1,1.7,1.7,1.2,,189,
508,Da'Rel Scott\ScotDa01,NYG,RB,24,4,0,0,0,0,0,0,6,9,1.50,0,0,0,0,,0,0,0,0,,,1,0.9,0.9,0.9,,156,
509,Rusty Smith\SmitRu01,TEN,QB,25,1,0,3,5,34,0,0,0,0,,0,0,0,0,,0,0,0,0,,,1,1.4,1.4,1.4,,60,
510,Isaiah Stanback\StanIs00,JAX,TE,28,6,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,0,0,,,1,1.6,1.6,1.1,,94,
511,Sammie Stroughter\StroSa00,TAM,WR,26,2,0,0,0,0,0,0,0,0,,0,2,1,14,14.00,0,0,0,0,,,1,2.4,2.4,1.9,,183,
512,Will Ta'ufo'ou\TaufWi00,JAX,RB,26,6,1,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,0,0,0,,,1,1.5,1.5,1.0,,166,
513,Ryan Taylor\TaylRy00,GNB,TE,25,16,1,0,0,0,0,0,0,0,,0,1,1,11,11.00,0,0,0,0,,,1,2.1,2.1,1.6,,90,
514,Tyler Thigpen\ThigTy00,BUF,QB,28,4,0,3,5,30,0,0,1,-1,-1.00,0,0,0,0,,0,0,0,0,,,1,1.1,1.1,1.1,,61,
515,Jordan Todman\TodmJo00,JAX,RB,22,1,0,0,0,0,0,0,3,8,2.67,0,1,1,0,0.00,0,0,0,0,,,1,1.8,1.8,1.3,,160,
516,Jordan White\WhitJo02,NYJ,WR,24,3,0,0,0,0,0,0,0,0,,0,3,1,13,13.00,0,0,0,0,,,1,2.3,2.3,1.8,,184,
517,Keiland Williams\WillKe03,2TM,RB,26,14,0,0,0,0,0,0,2,3,1.50,0,2,2,9,4.50,0,0,0,0,,,1,3.2,3.2,2.2,,153,
518,Kellen Winslow\WinsKe01,NWE,TE,29,1,0,0,0,0,0,0,0,0,,0,2,1,12,12.00,0,0,0,0,,,1,2.2,2.2,1.7,,88,
