,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
472,Danny Vitale\VitaDa00,CLE,RB,23,9,3,0,0,0,0,0,0,0,,0,5,4,27,6.75,0,0,0,0,,,3,6.7,6.7,4.7,,137,
473,Antonio Andrews\AndrAn00,TEN,RB,24,16,0,0,0,0,0,0,2,15,7.50,0,0,0,0,,0,0,0,0,,,2,1.5,1.5,1.5,,148,
474,Brenton Bersin\BersBr00,CAR,WR,26,10,0,0,0,0,0,0,0,0,,0,6,2,17,8.50,0,0,0,0,,,2,3.7,3.7,2.7,,188,
475,Brandon Bolden\BoldBr00,NWE,RB,26,14,0,0,0,0,0,0,1,4,4.00,0,4,2,15,7.50,0,0,0,0,,,2,3.9,3.9,2.9,,141,
476,Damiere Byrd\ByrdDa00,CAR,WR,23,1,0,0,0,0,0,0,0,0,,0,1,1,16,16.00,0,0,0,0,,,2,2.6,2.6,2.1,,190,
477,James Develin\DeveJa00,NWE,RB,28,16,4,0,0,0,0,0,0,0,,0,6,3,18,6.00,0,0,0,0,,,2,4.8,4.8,3.3,,143,
478,Jalston Fowler\FowlJa00,TEN,RB,26,16,7,0,0,0,0,0,1,3,3.00,0,2,1,14,14.00,0,0,0,0,,,2,2.7,2.7,2.2,,144,
479,Clay Harbor\HarbCl00,2TM,TE,29,15,2,0,0,0,0,0,0,0,,0,3,3,19,6.33,0,0,0,0,,,2,4.9,4.9,3.4,,94,
480,Percy Harvin\HarvPe00,BUF,WR,28,2,1,0,0,0,0,0,1,11,11.00,0,4,2,6,3.00,0,0,0,0,,,2,3.7,3.7,2.7,,189,
481,Cardale Jones\JoneCa01,BUF,QB,24,1,0,6,11,96,0,1,1,-1,-1.00,0,0,0,0,,0,0,0,0,,,2,1.7,2.7,2.7,,60,
482,Zach Line\LineZa01,MIN,RB,26,15,4,0,0,0,0,0,7,15,2.14,0,3,0,0,,0,0,0,0,,,2,1.5,1.5,1.5,,147,
483,Marc Mariani\MariMa00,TEN,WR,29,16,0,0,0,0,0,0,1,15,15.00,0,0,0,0,,0,1,0,0,,,2,1.5,1.5,1.5,,192,
484,Matt McGloin\McGlMa01,OAK,QB,27,3,1,8,15,50,0,0,3,-3,-1.00,0,0,0,0,,0,0,0,0,,,2,1.7,1.7,1.7,,61,
485,J.D. McKissic\McKiJ.00,SEA,RB,23,1,0,0,0,0,0,0,1,2,2.00,0,2,2,16,8.00,0,0,0,0,,,2,3.8,3.8,2.8,,142,
486,Logan Paulsen\PaulLo00,CHI,TE,29,16,12,0,0,0,0,0,0,0,,0,10,3,15,5.00,0,0,0,0,,,2,4.5,4.5,3.0,,97,
487,Cedric Peerman\PeerCe00,CIN,RB,30,6,0,0,0,0,0,0,6,15,2.50,0,1,0,0,,0,0,0,0,,,2,1.5,1.5,1.5,,145,
488,Jay Prosch\ProsJa00,HOU,RB,24,15,1,0,0,0,0,0,4,9,2.25,0,1,1,6,6.00,0,0,0,0,,,2,2.5,2.5,2.0,,146,
489,DeAndre Smelter\SmelDe00,SFO,WR,25,2,0,0,0,0,0,0,0,0,,0,1,1,23,23.00,0,0,0,0,,,2,3.3,3.3,2.8,,183,
490,Devin Smith\SmitDe04,NYJ,WR,24,4,0,0,0,0,0,0,0,0,,0,3,1,20,20.00,0,0,0,0,,,2,3.0,3.0,2.5,,185,
491,Luke Stocker\StocLu00,TAM,TE,28,12,10,0,0,0,0,0,0,0,,0,8,5,23,4.60,0,0,0,0,,,2,7.3,7.3,4.8,,93,
492,Devin Street\StreDe00,IND,WR,25,5,0,0,0,0,0,0,0,0,,0,6,1,20,20.00,0,0,0,0,,,2,3.0,3.0,2.5,,186,
493,Mike Thomas\ThomMi04,LAR,WR,22,15,0,0,0,0,0,0,0,0,,0,9,3,37,12.33,0,1,1,0,,,2,4.7,5.7,3.2,,187,
494,Ross Travis\TravRo00,KAN,TE,23,6,3,0,0,0,0,0,0,0,,0,6,3,15,5.00,0,0,0,0,,,2,4.5,4.5,3.0,,96,
495,Laquon Treadwell\TreaLa00,MIN,WR,21,9,1,0,0,0,0,0,0,0,,0,3,1,15,15.00,0,0,0,0,,,2,2.5,2.5,2.0,,191,
496,Griff Whalen\WhalGr00,SDG,WR,26,8,0,0,0,0,0,0,0,0,,0,4,2,22,11.00,0,0,0,0,,,2,4.2,4.2,3.2,,184,
497,Cole Wick\WickCo00,DET,TE,23,6,0,0,0,0,0,0,0,0,,0,3,2,18,9.00,0,0,0,0,,,2,3.8,3.8,2.8,,95,
498,Shane Wynn\WynnSh00,JAX,WR,24,5,0,0,0,0,0,0,2,5,2.50,0,3,1,19,19.00,0,0,0,0,,,2,3.4,3.4,2.9,,182,
499,Jared Abbrederis\AbbrJa00,GNB,WR,26,5,0,0,0,0,0,0,0,0,,0,2,1,8,8.00,0,0,0,0,,,1,1.8,1.8,1.3,,196,
500,Joe Banyard\BanyJo00,JAX,RB,28,1,0,0,0,0,0,0,2,7,3.50,0,0,0,0,,0,0,0,0,,,1,0.7,0.7,0.7,,157,
501,Jeremy Butler\ButlJe01,SDG,WR,25,4,0,0,0,0,0,0,0,0,,0,2,2,11,5.50,0,0,0,0,,,1,3.1,3.1,2.1,,194,
502,Gerald Christian\ChriGe00,BUF,TE,25,3,0,0,0,0,0,0,0,0,,0,2,1,14,14.00,0,0,0,0,,,1,2.4,2.4,1.9,,98,
503,Chase Daniel\DaniCh00,PHI,QB,30,1,0,1,1,16,0,0,0,0,,0,0,0,0,,0,0,0,0,,,1,0.6,0.6,0.6,,63,
504,Alex Ellis\ElliAl01,JAX,TE,23,6,3,0,0,0,0,0,0,0,,0,4,3,11,3.67,0,0,0,0,,,1,4.1,4.1,2.6,,102,
505,David Fales\FaleDa00,CHI,QB,26,1,0,2,5,22,0,0,1,0,0.00,0,0,0,0,,0,1,0,0,,,1,0.9,0.9,0.9,,62,
506,George Farmer\FarmGe02,SEA,RB,23,2,0,0,0,0,0,0,1,1,1.00,0,3,1,4,4.00,0,0,0,0,,,1,1.5,1.5,1.0,,160,
507,Rashad Greene\GreeRa00,JAX,WR,24,8,0,0,0,0,0,0,0,0,,0,8,5,32,6.40,0,4,1,0,,,1,6.2,7.2,3.7,,193,
508,Je'Ron Hamm\HammJe01,SFO,TE,24,5,0,0,0,0,0,0,0,0,,0,4,2,13,6.50,0,0,0,0,,,1,3.3,3.3,2.3,,99,
509,Ryan Hewitt\HewiRy00,CIN,RB,25,16,11,0,0,0,0,0,0,0,,0,3,2,13,6.50,0,0,0,0,,,1,3.3,3.3,2.3,,149,
510,Bronson Hill\HillBr01,JAX,RB,23,3,0,0,0,0,0,0,2,11,5.50,0,1,0,0,,0,0,0,0,,,1,1.1,1.1,1.1,,153,
511,Henry Krieger-Coble\KrieHe00,DEN,TE,24,2,0,0,0,0,0,0,0,0,,0,1,1,13,13.00,0,0,0,0,,,1,2.3,2.3,1.8,,101,
512,Paul Lasike\LasiPa00,CHI,RB,26,10,3,0,0,0,0,0,3,8,2.67,0,1,1,3,3.00,0,0,0,0,,,1,2.1,2.1,1.6,,152,
513,Terrence Magee\MageTe00,SEA,RB,23,2,0,0,0,0,0,0,3,12,4.00,0,0,0,0,,0,0,0,0,,,1,1.2,1.2,1.2,,150,
514,Chris Manhertz\ManhCh00,2TM,TE,24,7,2,0,0,0,0,0,0,0,,0,1,1,10,10.00,0,0,0,0,,,1,2.0,2.0,1.5,,103,
515,Paul McRoberts\McRoPa00,LAR,WR,24,2,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,0,0,,,1,1.6,1.6,1.1,,198,
516,Raheem Mostert\MostRa00,2TM,RB,24,3,0,0,0,0,0,0,1,6,6.00,0,0,0,0,,0,0,0,0,,,1,0.6,0.6,0.6,,159,
517,Matthew Mulligan\MullMa00,DET,TE,31,8,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,0,0,0,,,1,1.8,1.8,1.3,,104,
518,Roosevelt Nix\NixxRo01,PIT,RB,24,10,3,0,0,0,0,0,0,0,,0,2,2,5,2.50,0,0,0,0,,,1,2.5,2.5,1.5,,161,
519,MyCole Pruitt\PruiMy00,2TM,TE,24,4,0,0,0,0,0,0,0,0,,0,2,2,13,6.50,0,0,0,0,,,1,3.3,3.3,2.3,,100,
520,Daryl Richardson\RichDa00,PIT,RB,26,3,0,0,0,0,0,0,2,7,3.50,0,0,0,0,,0,0,0,0,,,1,0.7,0.7,0.7,,156,
521,Stevan Ridley\RidlSt00,ATL,RB,27,1,0,0,0,0,0,0,3,7,2.33,0,0,0,0,,0,0,0,0,,,1,0.7,0.7,0.7,,158,
522,Rashad Ross\RossRa00,WAS,WR,26,5,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,0,0,0,,,1,1.8,1.8,1.3,,197,
523,Anthony Sherman\SherAn00,KAN,RB,28,16,3,0,0,0,0,0,0,0,,0,6,4,11,2.75,0,0,0,0,,,1,5.1,5.1,3.1,,154,
524,Lorenzo Taliaferro\TaliLo00,BAL,RB,25,3,0,0,0,0,0,0,1,0,0.00,0,3,3,10,3.33,0,0,0,0,,,1,4.0,4.0,2.5,,155,
525,Stepfan Taylor\TaylSt00,ARI,RB,25,15,0,0,0,0,0,0,4,12,3.00,0,0,0,0,,0,0,0,0,,,1,1.2,1.2,1.2,,151,
526,Tony Washington\WashTo00,JAX,WR,24,2,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,0,0,,,1,1.9,1.9,1.4,,195,
